"Plot","Species","Cover"
324,"Veronica arvensis",5
325,"Agrostis capillaris",5
325,"Angelica razulii",1
325,"Anthoxanthum odoratum",5
325,"Arrhenatherum elatius",1
325,"Astrantia major",5
325,"Campanula patula",37.5
325,"Cardamine pratensis",5
325,"Chaerophyllum aureum",15
325,"Conopodium pyrenaeum",37.5
325,"Crepis pyrenaica",5
325,"Cruciata laevipes",5
325,"Cynosurus cristatus",15
325,"Dactylis glomerata",5
325,"Heracleum sphondylium",37.5
325,"Holcus lanatus",37.5
325,"Lathyrus pratensis",37.5
325,"Leontodon hispidus",5
325,"Leucanthemum vulgare",5
325,"Lotus corniculatus",15
325,"Plantago lanceolata",1
325,"Poa trivialis",15
325,"Prunella vulgaris",5
325,"Ranunculus bulbosus",15
325,"Rumex acetosa",1
325,"Silene vulgaris",37.5
325,"Trifolium pratense",37.5
325,"Trifolium repens",1
325,"Trisetum flavescens",15
325,"Veronica chamaedrys",5
325,"Vicia cracca",1
326,"Arrhenatherum elatius",5
326,"Artemisia vulgaris",1
326,"Chaerophyllum hirsutum",0.1
326,"Clinopodium vulgare",1
326,"Convolvulus arvensis",1
326,"Crepis vesicaria",1
326,"Dactylis glomerata",87.5
326,"Galium verum",5
326,"Geranium columbinum",5
326,"Holcus lanatus",15
326,"Papaver rhoeas",1
326,"Poa trivialis",15
326,"Rumex acetosa",1
326,"Silene vulgaris",37.5
326,"Stellaria graminea",1
326,"Trifolium arvense",1
326,"Trifolium pratense",62.5
326,"Vicia cracca",15
326,"Vicia sativa",1
327,"Achillea millefolium",5
327,"Agrostis capillaris",37.5
327,"Ajuga reptans",5
327,"Angelica sylvestris",37.5
327,"Anthoxanthum odoratum",15
327,"Astrantia major",37.5
327,"Carex panicea",0.1
327,"Centaurea decipiens",5
327,"Cerastium fontanum",5
327,"Conopodium majus",1
327,"Cruciata laevipes",1
327,"Cynosurus cristatus",15
327,"Dactylis glomerata",1
327,"Holcus lanatus",5
327,"Hypericum perforatum",0.1
327,"Lathyrus pratensis",1
327,"Leucanthemum vulgare",5
327,"Malva moschata",1
327,"Plantago lanceolata",5
327,"Poa trivialis",5
327,"Ranunculus acris",37.5
327,"Rumex acetosa",5
327,"Schedonorus arundinaceus",37.5
327,"Silene flos-cuculi",0.1
327,"Stellaria graminea",1
327,"Trifolium pratense",15
327,"Trifolium repens",5
328,"Agrostis capillaris",15
328,"Angelica sylvestris",1
328,"Anthoxanthum odoratum",5
328,"Arrhenatherum elatius",15
328,"Briza media",1
328,"Bromus hordeaceus",5
328,"Centaurea decipiens",5
328,"Cerastium fontanum",5
328,"Chaerophyllum aureum",15
328,"Conopodium majus",5
328,"Crepis pyrenaica",1
328,"Cynosurus cristatus",15
328,"Dactylis glomerata",5
328,"Daucus carota",5
328,"Filipendula ulmaria",1
328,"Holcus lanatus",1
328,"Knautia nevadensis",1
328,"Lathyrus pratensis",5
328,"Leontodon hispidus",5
328,"Leucanthemum vulgare",37.5
328,"Linum usitatissimum",1
328,"Lolium perenne",5
328,"Lotus corniculatus",5
328,"Malva moschata",1
328,"Picris hieracioides",0.1
328,"Plantago lanceolata",15
328,"Poa pratensis",1
328,"Poa trivialis",5
328,"Polygala vulgaris",1
328,"Prunella vulgaris",37.5
328,"Ranunculus acris",37.5
328,"Rhinanthus mediterraneus",5
328,"Rumex acetosa",5
328,"Schedonorus arundinaceus",15
328,"Stellaria graminea",5
328,"Tragopogon pratensis",1
328,"Trifolium pratense",5
328,"Trifolium repens",15
329,"Agrostis capillaris",5
329,"Alchemilla fallax",1
329,"Angelica sylvestris",5
329,"Anthoxanthum odoratum",5
329,"Arrhenatherum elatius",15
329,"Astrantia major",37.5
329,"Briza media",15
329,"Cardamine pratensis",0.1
329,"Carduus defloratus",1
329,"Centaurea decipiens",5
329,"Cerastium fontanum",5
329,"Conopodium majus",1
329,"Crepis pyrenaica",5
329,"Cynosurus cristatus",5
329,"Dactylis glomerata",5
329,"Daucus carota",0.1
329,"Galium album",1
329,"Galium verum",15
329,"Geranium phaeum",1
329,"Holcus lanatus",5
329,"Hypericum perforatum",5
329,"Knautia nevadensis",15
329,"Lathyrus pratensis",37.5
329,"Leontodon hispidus",5
329,"Leucanthemum vulgare",15
329,"Lotus corniculatus",5
329,"Phleum pratense",15
329,"Phyteuma spicatum",1
329,"Picris hieracioides",1
329,"Poa trivialis",5
329,"Ranunculus acris",15
329,"Rhinanthus mediterraneus",5
329,"Rumex acetosa",15
329,"Saxifraga granulata",15
329,"Silene vulgaris",15
329,"Stellaria graminea",5
329,"Taraxacum officinale",1
329,"Tragopogon pratensis",1
329,"Trifolium pratense",5
329,"Trisetum flavescens",5
329,"Trollius europaeus",0.1
329,"Veronica chamaedrys",1
329,"Vicia cracca",1
330,"Aconitum napellus",0.1
330,"Agrostis capillaris",5
330,"Alchemilla fallax",1
330,"Angelica razulii",1
330,"Angelica sylvestris",1
330,"Anthoxanthum odoratum",5
330,"Arrhenatherum elatius",15
330,"Astrantia major",37.5
330,"Carduus defloratus",1
330,"Centaurea decipiens",15
330,"Cerastium fontanum",5
330,"Chaerophyllum aureum",5
330,"Conopodium majus",1
330,"Crepis capillaris",1
330,"Crepis pyrenaica",15
330,"Cynosurus cristatus",5
330,"Dactylis glomerata",5
330,"Dactylorhiza maculata",0.1
330,"Galium album",37.5
330,"Galium verum",15
330,"Geranium phaeum",1
330,"Heracleum sphondylium",37.5
330,"Holcus lanatus",5
330,"Hypericum perforatum",15
330,"Knautia nevadensis",5
330,"Leontodon hispidus",1
330,"Lolium perenne",37.5
330,"Lotus corniculatus",5
330,"Medicago lupulina",1
330,"Narcissus poeticus",15
330,"Phyteuma spicatum",5
330,"Picris hieracioides",1
330,"Pimpinella major",0.1
330,"Plantago lanceolata",5
330,"Poa pratensis",1
330,"Poa trivialis",15
330,"Ranunculus acris",5
330,"Rhinanthus mediterraneus",15
330,"Rumex acetosa",5
330,"Sanguisorba minor",15
330,"Saxifraga granulata",5
330,"Schedonorus arundinaceus",1
330,"Silene vulgaris",37.5
330,"Stachys officinalis",0.1
330,"Stellaria graminea",5
330,"Tragopogon pratensis",15
330,"Trifolium pratense",5
330,"Trisetum flavescens",5
330,"Vicia cracca",15
331,"Agrostis capillaris",5
331,"Alchemilla fallax",1
331,"Angelica sylvestris",1
331,"Anthoxanthum odoratum",15
331,"Arrhenatherum elatius",15
331,"Astrantia major",62.5
331,"Briza media",1
331,"Bromus hordeaceus",1
331,"Campanula patula",1
331,"Centaurea decipiens",5
331,"Cerastium fontanum",5
331,"Chaerophyllum aureum",15
331,"Conopodium majus",1
331,"Crepis pyrenaica",5
331,"Cruciata laevipes",1
331,"Cynosurus cristatus",5
331,"Dactylis glomerata",15
331,"Filipendula ulmaria",1
331,"Galium album",15
331,"Geranium phaeum",1
331,"Heracleum sphondylium",37.5
331,"Holcus lanatus",15
331,"Hypericum richeri",0.1
331,"Knautia nevadensis",5
331,"Lathyrus pratensis",5
331,"Leontodon hispidus",5
331,"Lolium perenne",1
331,"Lotus corniculatus",1
331,"Narcissus poeticus",15
331,"Phleum pratense",1
331,"Picris hieracioides",1
331,"Plantago lanceolata",1
331,"Poa pratensis",1
331,"Poa trivialis",5
331,"Ranunculus acris",5
331,"Rhinanthus mediterraneus",5
331,"Rumex acetosa",1
331,"Sanguisorba minor",15
331,"Saxifraga granulata",1
331,"Schedonorus arundinaceus",15
331,"Stellaria graminea",15
331,"Taraxacum officinale",1
331,"Tragopogon pratensis",15
331,"Trifolium pratense",5
331,"Trisetum flavescens",5
331,"Vicia cracca",5
332,"Agrostis capillaris",37.5
332,"Anthoxanthum odoratum",5
332,"Arrhenatherum elatius",5
332,"Briza media",15
332,"Bromus hordeaceus",5
332,"Centaurea decipiens",5
332,"Cerastium fontanum",1
332,"Chaerophyllum aureum",37.5
332,"Conopodium majus",1
332,"Crepis pyrenaica",5
332,"Cynosurus cristatus",15
332,"Dactylis glomerata",15
332,"Festuca nigrescens",1
332,"Galium album",5
332,"Galium verum",1
332,"Geranium pyrenaicum",1
332,"Heracleum sphondylium",37.5
332,"Holcus lanatus",15
332,"Hypochaeris radicata",0.1
332,"Knautia nevadensis",15
332,"Leontodon hispidus",5
332,"Leucanthemum vulgare",15
332,"Lolium perenne",1
332,"Lotus corniculatus",5
332,"Plantago lanceolata",5
332,"Poa trivialis",15
332,"Prunella vulgaris",0.1
332,"Ranunculus acris",5
332,"Rhinanthus mediterraneus",5
332,"Rumex acetosa",1
332,"Sanguisorba minor",15
332,"Schedonorus arundinaceus",37.5
332,"Stellaria graminea",1
332,"Trifolium pratense",5
332,"Trifolium repens",1
332,"Trisetum flavescens",15
332,"Veronica chamaedrys",1
332,"Vicia cracca",5
333,"Achillea millefolium",5
333,"Anthoxanthum odoratum",5
333,"Arrhenatherum elatius",5
333,"Bromus hordeaceus",15
333,"Centaurea decipiens",15
333,"Cerastium fontanum",5
333,"Conopodium majus",5
333,"Crepis capillaris",1
333,"Crepis pyrenaica",5
333,"Cynosurus cristatus",15
333,"Equisetum arvense",1
333,"Galium album",5
333,"Geranium phaeum",37.5
333,"Heracleum sphondylium",5
333,"Holcus lanatus",5
333,"Knautia nevadensis",5
333,"Lathyrus pratensis",1
333,"Leontodon hispidus",15
333,"Leucanthemum vulgare",5
333,"Lolium perenne",1
333,"Lotus corniculatus",1
333,"Medicago lupulina",37.5
333,"Narcissus poeticus",15
333,"Plantago lanceolata",5
333,"Poa pratensis",5
333,"Poa trivialis",5
333,"Ranunculus acris",15
333,"Rhinanthus mediterraneus",5
333,"Rumex acetosa",5
333,"Sanguisorba minor",5
333,"Saxifraga granulata",1
333,"Schedonorus arundinaceus",5
333,"Stellaria graminea",5
333,"Tragopogon pratensis",5
333,"Trifolium dubium",1
333,"Trifolium incarnatum",1
333,"Trifolium pratense",5
333,"Trifolium repens",15
333,"Trisetum flavescens",15
333,"Veronica chamaedrys",5
334,"Angelica razulii",5
334,"Anthoxanthum odoratum",5
334,"Arrhenatherum elatius",15
334,"Astrantia major",37.5
334,"Bellis perennis",0.1
334,"Bromus hordeaceus",15
334,"Caltha palustris",0.1
334,"Carex divulsa",0.1
334,"Cerastium fontanum",5
334,"Chaerophyllum aureum",37.5
334,"Conopodium majus",5
334,"Crepis pyrenaica",1
334,"Cruciata laevipes",1
334,"Cynosurus cristatus",5
334,"Dactylis glomerata",15
334,"Equisetum arvense",1
334,"Filipendula ulmaria",62.5
334,"Galium album",5
334,"Geranium phaeum",15
334,"Geranium pyrenaicum",1
334,"Holcus lanatus",5
334,"Knautia nevadensis",5
334,"Lathyrus pratensis",15
334,"Leontodon hispidus",1
334,"Leucanthemum vulgare",5
334,"Myosotis decumbens",1
334,"Poa pratensis",5
334,"Poa trivialis",15
334,"Ranunculus acris",5
334,"Rhinanthus mediterraneus",15
334,"Rumex acetosa",5
334,"Saxifraga granulata",5
334,"Schedonorus arundinaceus",15
334,"Silene flos-cuculi",0.1
334,"Trifolium pratense",5
334,"Trifolium repens",5
334,"Trisetum flavescens",5
334,"Veronica chamaedrys",5
335,"Agrostis capillaris",15
335,"Anthoxanthum odoratum",15
335,"Bellis perennis",5
335,"Bromus hordeaceus",15
335,"Centaurea decipiens",5
335,"Cerastium fontanum",1
335,"Cynosurus cristatus",15
335,"Dactylis glomerata",5
335,"Daucus carota",1
335,"Holcus lanatus",5
335,"Hypochaeris radicata",5
335,"Lathyrus pratensis",1
335,"Leucanthemum vulgare",5
335,"Linum usitatissimum",15
335,"Lolium perenne",15
335,"Lotus corniculatus",5
335,"Plantago lanceolata",5
335,"Poa trivialis",15
335,"Ranunculus acris",15
335,"Ranunculus bulbosus",5
335,"Rhinanthus mediterraneus",5
335,"Rumex acetosa",5
335,"Schedonorus arundinaceus",15
335,"Stellaria graminea",1
335,"Trifolium dubium",5
335,"Trifolium pratense",5
335,"Trifolium repens",15
336,"Achillea millefolium",1
336,"Anthoxanthum odoratum",15
336,"Centaurea decipiens",5
336,"Cynosurus cristatus",15
336,"Dactylis glomerata",15
336,"Galium saxatile",15
336,"Holcus lanatus",15
336,"Hypochaeris radicata",5
336,"Knautia arvensis",1
336,"Lathyrus pratensis",5
336,"Leucanthemum vulgare",5
336,"Linum usitatissimum",15
336,"Lolium perenne",5
336,"Lotus corniculatus",5
336,"Medicago lupulina",15
336,"Plantago lanceolata",5
336,"Poa pratensis",5
336,"Ranunculus acris",5
336,"Rumex acetosa",5
336,"Sonchus asper",1
336,"Tragopogon pratensis",5
336,"Trifolium pratense",5
336,"Trifolium repens",5
336,"Trisetum flavescens",15
337,"Achillea millefolium",5
337,"Anthoxanthum odoratum",5
337,"Campanula patula",1
337,"Centaurea decipiens",1
337,"Crepis biennis",15
337,"Cynosurus cristatus",5
337,"Dactylis glomerata",15
337,"Holcus lanatus",5
337,"Hypochaeris radicata",5
337,"Knautia arvensis",1
337,"Lathyrus pratensis",15
337,"Lolium perenne",5
337,"Lotus corniculatus",5
337,"Plantago lanceolata",5
337,"Poa pratensis",15
337,"Potentilla reptans",5
337,"Ranunculus acris",5
337,"Rumex obtusifolius",5
337,"Schedonorus arundinaceus",15
337,"Trifolium pratense",5
337,"Trifolium repens",5
338,"Achillea millefolium",15
338,"Agrostis capillaris",5
338,"Bromus hordeaceus",15
338,"Centaurea decipiens",5
338,"Cerastium fontanum",5
338,"Crepis biennis",15
338,"Cynosurus cristatus",15
338,"Galium saxatile",5
338,"Holcus lanatus",5
338,"Linum usitatissimum",5
338,"Lolium perenne",5
338,"Plantago lanceolata",15
338,"Poa pratensis",15
338,"Prunella vulgaris",5
338,"Ranunculus bulbosus",15
338,"Rumex acetosa",5
338,"Schedonorus arundinaceus",5
338,"Tragopogon pratensis",1
338,"Trifolium dubium",5
338,"Trifolium pratense",5
338,"Trisetum flavescens",15
338,"Veronica arvensis",5
338,"Vicia sativa",5
339,"Achillea millefolium",15
339,"Agrostis capillaris",5
339,"Anthoxanthum odoratum",15
339,"Arrhenatherum elatius",5
339,"Bromus hordeaceus",15
339,"Centaurea decipiens",15
339,"Cerastium fontanum",5
339,"Crepis biennis",15
339,"Cynosurus cristatus",15
339,"Galium saxatile",5
339,"Holcus lanatus",5
339,"Knautia nevadensis",5
339,"Linum usitatissimum",5
339,"Lolium perenne",5
339,"Picris hieracioides",5
339,"Plantago lanceolata",5
339,"Prunella vulgaris",5
339,"Ranunculus bulbosus",15
339,"Rumex acetosa",5
339,"Schedonorus arundinaceus",5
339,"Silene vulgaris",1
339,"Tragopogon pratensis",5
339,"Trifolium pratense",5
339,"Trifolium repens",5
339,"Trisetum flavescens",15
339,"Vicia sativa",5
340,"Bromus hordeaceus",15
340,"Cerastium fontanum",5
340,"Chaerophyllum aureum",15
340,"Conopodium majus",15
340,"Dactylis glomerata",15
340,"Lolium perenne",15
340,"Noccaea perfoliata",5
340,"Plantago lanceolata",15
340,"Poa trivialis",15
340,"Ranunculus acris",15
340,"Ranunculus bulbosus",5
340,"Rhinanthus mediterraneus",5
340,"Rumex acetosa",5
340,"Taraxacum officinale",5
340,"Trifolium pratense",15
340,"Trifolium repens",5
340,"Trisetum flavescens",5
340,"Veronica arvensis",5
340,"Veronica chamaedrys",5
341,"Anthoxanthum odoratum",15
341,"Arrhenatherum elatius",5
341,"Campanula patula",1
341,"Centaurea decipiens",5
341,"Cerastium fontanum",1
341,"Conopodium majus",5
341,"Cruciata laevipes",15
341,"Dactylis glomerata",15
341,"Daucus carota",5
341,"Festuca nigrescens",5
341,"Geranium phaeum",5
341,"Holcus lanatus",5
341,"Hypochaeris radicata",5
341,"Knautia nevadensis",5
341,"Lathyrus pratensis",5
341,"Leucanthemum vulgare",1
341,"Lotus corniculatus",5
341,"Malva moschata",1
341,"Plantago lanceolata",15
341,"Poa trivialis",15
341,"Ranunculus acris",15
341,"Ranunculus bulbosus",5
341,"Rhinanthus mediterraneus",15
341,"Rumex acetosa",5
341,"Sanguisorba minor",5
341,"Silene vulgaris",5
341,"Stellaria graminea",1
341,"Tragopogon pratensis",5
341,"Trifolium pratense",5
341,"Trifolium repens",15
341,"Trisetum flavescens",15
341,"Veronica chamaedrys",1
341,"Vicia sativa",5
342,"Brachypodium rupestre",5
342,"Capsella bursa-pastoris",5
342,"Centaurea decipiens",5
342,"Cirsium eriophorum",5
342,"Conopodium majus",15
342,"Cruciata laevipes",5
342,"Dactylis glomerata",5
342,"Festuca nigrescens",37.5
342,"Galium verum",5
342,"Holcus lanatus",5
342,"Hypericum richeri",5
342,"Luzula campestris",5
342,"Plantago lanceolata",5
342,"Poa alpina",15
342,"Rumex acetosa",5
342,"Sanguisorba minor",5
342,"Silene vulgaris",5
342,"Stellaria graminea",5
342,"Veronica chamaedrys",5
343,"Achillea millefolium",15
343,"Alchemilla fallax",5
343,"Capsella bursa-pastoris",5
343,"Centaurea decipiens",5
343,"Cerastium fontanum",5
343,"Conopodium majus",15
343,"Cruciata laevipes",5
343,"Dactylis glomerata",5
343,"Festuca nigrescens",37.5
343,"Galium verum",5
343,"Hypericum richeri",5
343,"Narcissus poeticus",5
343,"Plantago lanceolata",15
343,"Poa pratensis",15
343,"Ranunculus acris",15
343,"Rhinanthus mediterraneus",5
343,"Rumex acetosa",5
343,"Sanguisorba minor",5
343,"Sisymbrium austriacum",5
343,"Stellaria graminea",15
343,"Taraxacum officinale",5
343,"Trisetum flavescens",15
343,"Veronica chamaedrys",5
344,"Agrostis capillaris",15
344,"Bromus hordeaceus",5
344,"Calystegia sepium",5
344,"Capsella bursa-pastoris",5
344,"Centaurea decipiens",5
344,"Cerastium fontanum",5
344,"Chaerophyllum hirsutum",5
344,"Dactylis glomerata",5
344,"Galium saxatile",5
344,"Holcus lanatus",15
344,"Lolium perenne",15
344,"Malva moschata",1
344,"Picris hieracioides",5
344,"Plantago lanceolata",15
344,"Poa pratensis",15
344,"Ranunculus acris",5
344,"Ranunculus bulbosus",5
344,"Rhinanthus mediterraneus",5
344,"Rumex acetosa",5
344,"Silene vulgaris",5
344,"Stellaria graminea",5
344,"Taraxacum officinale",5
344,"Tragopogon pratensis",15
344,"Trifolium pratense",15
344,"Trifolium repens",15
344,"Valerianella locusta",5
344,"Vicia sativa",5
345,"Anthoxanthum odoratum",5
345,"Arrhenatherum elatius",15
345,"Bellis perennis",5
345,"Bromus hordeaceus",5
345,"Centaurea decipiens",5
345,"Crepis biennis",15
345,"Dactylis glomerata",5
345,"Galium saxatile",15
345,"Geranium phaeum",1
345,"Heracleum sphondylium",15
345,"Holcus lanatus",5
345,"Knautia nevadensis",5
345,"Lolium perenne",15
345,"Picris hieracioides",5
345,"Plantago lanceolata",5
345,"Poa pratensis",15
345,"Ranunculus acris",15
345,"Rhinanthus mediterraneus",15
345,"Rumex acetosa",15
345,"Taraxacum officinale",5
345,"Tragopogon pratensis",5
345,"Trifolium pratense",5
345,"Trifolium repens",15
345,"Trisetum flavescens",15
345,"Veronica arvensis",5
346,"Anthoxanthum odoratum",15
346,"Arrhenatherum elatius",15
346,"Bromus hordeaceus",5
346,"Cerastium fontanum",5
346,"Chaerophyllum hirsutum",5
346,"Crepis biennis",1
346,"Cruciata laevipes",1
346,"Galium saxatile",15
346,"Geranium columbinum",5
346,"Heracleum sphondylium",5
346,"Hypochaeris radicata",5
346,"Lathyrus pratensis",1
346,"Lolium perenne",5
346,"Lotus corniculatus",5
346,"Malva moschata",1
346,"Myosotis decumbens",5
346,"Picris hieracioides",1
346,"Plantago lanceolata",5
346,"Poa trivialis",5
346,"Ranunculus acris",5
346,"Ranunculus bulbosus",5
346,"Rhinanthus mediterraneus",15
346,"Rumex acetosa",15
346,"Schedonorus arundinaceus",15
346,"Tragopogon pratensis",5
346,"Trifolium pratense",5
346,"Veronica chamaedrys",5
346,"Vicia sativa",5
347,"Agrostis capillaris",15
347,"Arrhenatherum elatius",15
347,"Bromus hordeaceus",5
347,"Centaurea decipiens",15
347,"Crepis biennis",1
347,"Dactylis glomerata",5
347,"Galium saxatile",5
347,"Holcus lanatus",5
347,"Lathyrus pratensis",5
347,"Leucanthemum vulgare",15
347,"Lolium perenne",5
347,"Lotus corniculatus",15
347,"Picris hieracioides",5
347,"Poa trivialis",15
347,"Ranunculus acris",15
347,"Rhinanthus mediterraneus",5
347,"Sanguisorba minor",1
347,"Schedonorus arundinaceus",5
347,"Taraxacum officinale",15
347,"Tragopogon pratensis",5
347,"Trifolium pratense",15
347,"Trifolium repens",5
347,"Trisetum flavescens",15
347,"Veronica chamaedrys",1
347,"Vicia sativa",5
348,"Agrostis capillaris",15
348,"Bromus hordeaceus",5
348,"Capsella bursa-pastoris",1
348,"Centaurea decipiens",15
348,"Dactylis glomerata",15
348,"Galium saxatile",5
348,"Holcus lanatus",5
348,"Knautia nevadensis",1
348,"Leucanthemum vulgare",5
348,"Lolium perenne",15
348,"Narcissus poeticus",1
348,"Plantago lanceolata",5
348,"Poa trivialis",15
348,"Ranunculus acris",15
348,"Rhinanthus mediterraneus",15
348,"Rumex acetosa",5
348,"Schedonorus arundinaceus",15
348,"Stellaria graminea",5
348,"Taraxacum officinale",5
348,"Tragopogon pratensis",1
348,"Trifolium pratense",5
348,"Trifolium repens",5
348,"Trisetum flavescens",15
348,"Veronica chamaedrys",5
348,"Vicia sativa",5
349,"Alchemilla fallax",5
349,"Anthoxanthum odoratum",15
349,"Asphodelus albus",1
349,"Astrantia major",15
349,"Bromus hordeaceus",5
349,"Centaurea decipiens",5
349,"Cerastium fontanum",5
349,"Conopodium majus",15
349,"Crepis pyrenaica",5
349,"Dactylis glomerata",15
349,"Festuca nigrescens",15
349,"Galium verum",5
349,"Helleborus viridis",5
349,"Holcus lanatus",5
349,"Hypericum perforatum",5
349,"Lotus corniculatus",15
349,"Luzula campestris",15
349,"Narcissus poeticus",15
349,"Pimpinella major",15
349,"Plantago lanceolata",5
349,"Prunella vulgaris",5
349,"Ranunculus bulbosus",15
349,"Rhinanthus mediterraneus",15
349,"Rumex acetosa",5
349,"Sanguisorba minor",5
349,"Saxifraga granulata",5
349,"Stachys officinalis",5
349,"Trifolium dubium",5
349,"Trifolium pratense",5
349,"Trifolium repens",15
349,"Trisetum flavescens",15
349,"Veronica arvensis",5
349,"Veronica chamaedrys",5
349,"Vicia cracca",5
350,"Achillea millefolium",1
350,"Agrostis capillaris",1
350,"Alchemilla fallax",1
350,"Anthoxanthum odoratum",15
350,"Asphodelus albus",15
350,"Astrantia major",15
350,"Bromus hordeaceus",5
350,"Centaurea decipiens",1
350,"Cerastium fontanum",5
350,"Conopodium pyrenaeum",5
350,"Crepis pyrenaica",1
350,"Dactylis glomerata",5
350,"Euphorbia hyberna",1
350,"Festuca nigrescens",15
350,"Galium verum",5
350,"Helleborus viridis",1
350,"Knautia nevadensis",1
350,"Lathyrus pratensis",1
350,"Lotus corniculatus",5
350,"Luzula campestris",1
350,"Myosotis decumbens",1
350,"Narcissus poeticus",5
350,"Pimpinella major",5
350,"Plantago lanceolata",5
350,"Poa trivialis",15
350,"Prunella vulgaris",1
350,"Ranunculus bulbosus",15
350,"Rhinanthus mediterraneus",15
350,"Rumex acetosa",15
350,"Rumex obtusifolius",1
350,"Sanguisorba minor",1
350,"Saxifraga granulata",15
350,"Silene vulgaris",1
350,"Stachys officinalis",1
350,"Stellaria graminea",1
350,"Tragopogon pratensis",1
350,"Trifolium dubium",1
350,"Trifolium pratense",15
350,"Trifolium repens",15
350,"Trisetum flavescens",1
350,"Veronica arvensis",5
350,"Veronica chamaedrys",5
350,"Vicia cracca",15
351,"Agrostis capillaris",1
351,"Alchemilla fallax",5
351,"Astrantia major",5
351,"Bromus hordeaceus",5
351,"Carex muricata",1
351,"Centaurea decipiens",15
351,"Cerastium fontanum",5
351,"Conopodium pyrenaeum",15
351,"Cruciata laevipes",1
351,"Dactylis glomerata",5
351,"Festuca nigrescens",15
351,"Geranium phaeum",1
351,"Geum urbanum",1
351,"Holcus lanatus",5
351,"Hypericum perforatum",1
351,"Hypochaeris radicata",1
351,"Lathyrus pratensis",1
351,"Lolium perenne",15
351,"Lotus corniculatus",5
351,"Myosotis decumbens",5
351,"Narcissus poeticus",1
351,"Plantago lanceolata",5
351,"Poa pratensis",15
351,"Ranunculus acris",1
351,"Ranunculus bulbosus",15
351,"Rhinanthus mediterraneus",5
351,"Rumex acetosa",15
351,"Rumex obtusifolius",5
351,"Stellaria graminea",5
351,"Taraxacum officinale",5
351,"Trifolium dubium",5
351,"Trifolium pratense",5
351,"Trifolium repens",5
351,"Trisetum flavescens",5
351,"Veronica arvensis",1
351,"Veronica chamaedrys",15
351,"Vicia cracca",5
352,"Achillea millefolium",5
352,"Agrostis capillaris",15
352,"Alchemilla fallax",5
352,"Anthoxanthum odoratum",5
352,"Arrhenatherum elatius",5
352,"Astrantia major",5
352,"Centaurea decipiens",5
352,"Cerastium fontanum",1
352,"Conopodium majus",15
352,"Cruciata laevipes",5
352,"Dactylis glomerata",15
352,"Festuca nigrescens",15
352,"Galium verum",5
352,"Geranium phaeum",5
352,"Helleborus viridis",1
352,"Holcus lanatus",15
352,"Hypericum perforatum",5
352,"Lathyrus pratensis",5
352,"Lotus corniculatus",5
352,"Luzula campestris",1
352,"Mentha sp.",1
352,"Pimpinella saxifraga",1
352,"Plantago lanceolata",5
352,"Poa pratensis",15
352,"Potentilla sp.",5
352,"Quercus sp.",1
352,"Ranunculus acris",15
352,"Rumex acetosa",5
352,"Rumex obtusifolius",1
352,"Stachys officinalis",1
352,"Stellaria graminea",1
352,"Trifolium pratense",5
352,"Trifolium repens",5
352,"Veronica chamaedrys",15
352,"Vicia cracca",5
353,"Agrostis capillaris",15
353,"Anthoxanthum odoratum",5
353,"Anthriscus sylvestris",15
353,"Arrhenatherum elatius",15
353,"Centaurea decipiens",5
353,"Conopodium pyrenaeum",15
353,"Dactylis glomerata",15
353,"Festuca nigrescens",15
353,"Galium sp.",5
353,"Galium verum",1
353,"Heracleum sphondylium",5
353,"Knautia nevadensis",5
353,"Lathyrus pratensis",5
353,"Lotus corniculatus",5
353,"Medicago lupulina",5
353,"Picris hieracioides",5
353,"Plantago lanceolata",15
353,"Poa pratensis",15
353,"Ranunculus acris",15
353,"Ranunculus repens",15
353,"Rumex acetosa",5
353,"Sanguisorba minor",15
353,"Silene vulgaris",5
353,"Taraxacum officinale",5
353,"Tragopogon pratensis",15
353,"Trifolium dubium",5
353,"Trifolium pratense",5
353,"Trifolium repens",5
353,"Trisetum flavescens",37.5
353,"Veronica arvensis",5
353,"Veronica chamaedrys",5
353,"Vicia cracca",5
354,"Achillea millefolium",5
354,"Bromus hordeaceus",5
354,"Capsella bursa-pastoris",1
354,"Centaurea decipiens",5
354,"Cerastium fontanum",5
354,"Cirsium eriophorum",1
354,"Conopodium pyrenaeum",15
354,"Dactylis glomerata",15
354,"Erodium moschatum",1
354,"Festuca nigrescens",5
354,"Galium verum",5
354,"Geranium columbinum",1
354,"Helleborus viridis",1
354,"Holcus lanatus",5
354,"Leucanthemum vulgare",5
354,"Lolium perenne",15
354,"Plantago lanceolata",15
354,"Poa pratensis",15
354,"Polygala vulgaris",1
354,"Ranunculus acris",5
354,"Ranunculus repens",5
354,"Rumex acetosa",15
354,"Sanguisorba minor",5
354,"Sisymbrium austriacum",1
354,"Stellaria graminea",1
354,"Trifolium pratense",5
354,"Trifolium repens",15
354,"Trisetum flavescens",37.5
354,"Veronica arvensis",5
354,"Veronica chamaedrys",1
355,"Achillea millefolium",1
355,"Agrostis capillaris",15
355,"Anthoxanthum odoratum",15
355,"Briza media",5
355,"Bromus hordeaceus",5
355,"Centaurea decipiens",15
355,"Cerastium fontanum",1
355,"Dactylis glomerata",5
355,"Daucus carota",5
355,"Festuca nigrescens",15
355,"Galium saxatile",5
355,"Helictochloa marginata",5
355,"Holcus lanatus",5
355,"Hypochaeris radicata",5
