"Taxon","Family","Database","Reference","Country","Population","Scarification","Stratification","GA3","Tmean","Alternating","Light","Germinated","Germinable"
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61667",0,0,0,16,0,1,38,39
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61678",0,0,0,16,0,1,38,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61689",0,0,0,16,0,1,40,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61690",0,0,0,16,0,1,40,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61704",0,0,0,16,0,1,40,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61737",0,0,0,21,0,1,38,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61793",0,0,0,21,0,1,40,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61818",0,0,0,21,0,1,40,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61829",0,0,0,16,0,1,39,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61863",0,0,0,16,0,1,38,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_61874",0,0,0,16,0,1,40,40
"Lolium perenne","Poaceae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS179",0,0,0,17,1,1,73,91
"Lolium perenne","Poaceae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS179",0,0,1,17,1,1,76,91
"Lolium perenne","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS239",0,0,0,9,1,1,54,87
"Lolium perenne","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS239",0,0,0,17,1,1,73,81
"Lolium perenne","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS239",0,0,0,25,1,1,41,81
"Lolium perenne","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS239",0,0,1,9,1,1,69,97
"Lolium perenne","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS239",0,0,1,17,1,1,57,78
"Lolium perenne","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS239",0,0,1,25,1,1,66,93
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_55664",0,0,0,20,0,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_55664",0,0,0,21,0,1,40,40
"Lolium perenne","Poaceae","Enscobase","RBGK","Norway","K_46523",0,0,0,16,1,1,18,20
"Lolium perenne","Poaceae","Enscobase","RBGK","Norway","K_46523",0,1,0,18.33333333,1,1,98,100
"Lolium perenne","Poaceae","Enscobase","RBGK","Norway","K_46534",0,0,0,13.33333333,1,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","Norway","K_46534",0,0,0,16,1,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_18834",1,0,0,13.33333333,1,1,9,10
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_39534",0,0,0,15,0,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_39534",0,0,0,16,0,1,27,30
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_49557",0,0,0,15,0,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_49557",0,0,0,16,0,1,70,70
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_55653",0,0,0,15,0,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_55653",0,0,0,16,0,1,40,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_58470",0,0,0,15,0,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_39774",0,0,0,15,1,1,15,19
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_55675",0,0,0,21,0,1,40,40
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_55675",1,0,0,20,0,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","UK","K_39774",0,0,0,16,1,1,26,27
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Greece","K_30852",1,0,0,21,0,1,114,120
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Croatia","K_20998",1,0,0,25,1,1,9,10
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Italy","K_35743",1,0,0,20,0,1,20,20
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Italy","K_35743",1,0,0,21,0,1,118,120
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Georgia","K_340737",1,0,0,15,0,1,10,10
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Croatia","K_20998",1,0,0,26,1,1,18,20
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","France","K_10757",1,0,0,20,0,1,47,50
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","France","K_10757",1,0,0,21,0,1,148,150
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Greece","K_30852",1,0,0,20,0,1,20,20
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_10997",1,0,0,20,0,1,47,50
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_10997",1,0,0,21,0,1,149,150
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_39936",1,0,0,15,0,1,20,20
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Italy","K_5681",0,0,0,20,0,1,6,20
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Italy","K_5681",1,0,0,20,0,1,20,20
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Italy","K_5681",1,0,0,21,0,1,120,120
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Italy","K_5692",0,0,0,20,0,1,19,50
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Italy","K_5692",1,0,0,20,0,1,49,50
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Italy","K_5692",1,0,0,21,0,1,149,149
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Georgia","K_340737",1,0,0,20,0,1,9,9
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Greece","K_29821",1,0,0,20,0,1,18,19
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Greece","K_29821",1,0,0,21,0,1,113,119
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_9542",1,0,0,20,0,1,19,19
"Lotus corniculatus","Leguminosae","Enscobase","PAVIA","Italy","PAV_22PV",0,0,0,20,0,1,2,25
"Lotus corniculatus","Leguminosae","Enscobase","PAVIA","Italy","PAV_22PV",1,0,0,20,0,1,25,25
"Lotus corniculatus","Leguminosae","Enscobase","PAVIA","Italy","PAV_44PV",0,0,0,20,0,1,0,50
"Lotus corniculatus","Leguminosae","Enscobase","PAVIA","Italy","PAV_44PV",1,0,0,20,0,1,40,40
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Croatia","K_20998",1,0,0,21,1,1,95,100
"Lotus corniculatus","Leguminosae","SylvanSeeds","Silvertown, J. (1980). ""Leaf-Canopy-Induced Seed Dormancy in a Grassland Flora."" New Phytologist 85(1): 109-118.","UK","Castle Hill National Nature Reserve, Sussex, UK",0,0,0,20,0,0,72,200
"Lotus corniculatus","Leguminosae","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,5,0,1,18,300
"Lotus corniculatus","Leguminosae","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,10,0,1,28,300
"Lotus corniculatus","Leguminosae","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,15,1,1,32,300
"Lotus corniculatus","Leguminosae","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,23,0,1,29,300
"Lotus corniculatus","Leguminosae","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,30,0,1,27,300
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Italy","K_5706",0,0,0,20,0,1,9,9
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Italy","K_5706",1,0,0,21,0,1,105,110
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Norway","K_9287",1,0,0,20,0,1,20,20
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","Norway","K_9287",1,0,0,21,0,1,60,60
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_9542",1,0,0,21,0,1,69,70
"Lotus corniculatus","Leguminosae","SylvanSeeds","Kabouw, P., et al. (2010). ""Activated carbon addition affects substrate pH and germination of six plant species."" Soil Biology and Biochemistry 42(7): 1165-1167.","Netherlands","Unknown, experiment took place in Heteren, The Netherlands",0,0,0,21.6666666666667,1,1,33,45
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_39936",1,0,0,16,0,1,70,70
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_58023",1,0,0,15,0,1,20,20
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_58023",1,0,0,16,0,1,70,70
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_58447",1,0,0,15,0,1,18,20
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_58447",1,0,0,16,0,1,70,70
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_6688",1,0,0,20,0,1,45,50
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_6688",1,0,0,21,0,1,142,143
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_9357",1,0,0,20,0,1,19,20
"Lotus corniculatus","Leguminosae","Enscobase","RBGK","UK","K_9357",1,0,0,21,0,1,70,70
"Lotus corniculatus","Leguminosae","SylvanSeeds","Marchiol, L., et al. (2000). ""Germination and Initial Root Growth of Four Legumes as Affected by Landfill Biogas Atmosphere."" Restoration Ecology 8(1): 93-98.","Italy","Dipartimento di Produzione Vegetale e Tecnologie Agrarie, Università di Udine, Italy",0,0,0,25,0,1,219,300
"Lotus corniculatus","Leguminosae","SylvanSeeds","Nikolic, R., et al. (2007). ""Cytokinins and urea derivatives stimulate seed germination in Lotus corniculatus L."" Archives of Biological Sciences 59(2): 125-128.","Serbia","Zaje?ar, Serbia",0,0,0,25,0,0,27,90
"Lotus corniculatus","Leguminosae","SylvanSeeds","Oliveira, G., et al. (2012). ""Testing Germination of Species for Hydroseeding Degraded Mediterranean Areas."" Restoration Ecology 20(5): 623-630.","Portugal","Non-local suppliers, Outao, Serra da Arrabida, Portugal",0,0,0,22.6666666666667,1,1,82,100
"Luzula campestris","Juncaceae","Enscobase","RBGK","Belgium","K_175441",0,1,0,20,0,1,10,17
"Luzula campestris","Juncaceae","Enscobase","RBGK","Belgium","K_175441",0,0,0,15,0,1,20,20
"Luzula campestris","Juncaceae","Enscobase","RBGK","Belgium","K_175441",0,0,0,25,0,1,0,20
"Luzula campestris","Juncaceae","Enscobase","RBGK","Belgium","K_175441",0,0,0,20,0,1,19,20
"Luzula campestris","Juncaceae","Enscobase","BGBM","Germany","B_DE-1701999",0,0,0,22,0,1,20,20
"Luzula campestris","Juncaceae","Enscobase","RBGK","UK","K_133694",0,0,0,21,0,1,50,50
"Medicago lupulina","Leguminosae","Enscobase","PAVIA","Italy","PAV_112PV",0,0,0,20,0,1,3,50
"Medicago lupulina","Leguminosae","Enscobase","PAVIA","Italy","PAV_112PV",1,0,0,20,0,1,26,26
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Denmark","K_55446",1,0,0,11,0,1,40,40
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Denmark","K_13998",1,0,0,20,0,1,49,50
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Denmark","K_13998",1,0,0,21,0,1,150,150
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Denmark","K_55446",1,0,0,10,0,1,19,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Greece","K_31077",1,0,0,21,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","France","K_55745",1,0,0,21,0,1,136,140
"Medicago lupulina","Leguminosae","Enscobase","RBGK","France","K_5773",1,0,0,20,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","France","K_5773",1,0,0,21,0,1,120,120
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Bosnia-Herzegovina","K_30025",1,0,0,20,0,1,50,50
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Bosnia-Herzegovina","K_30025",1,0,0,21,0,1,150,150
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Italy","K_35880",1,0,0,21,0,1,145,150
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Italy","K_5810",1,0,0,20,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Italy","K_5810",1,0,0,21,0,1,120,120
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Norway","K_11813",1,0,0,20,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Norway","K_11813",1,0,0,21,0,1,120,120
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Switzerland","K_5809",1,0,0,20,0,1,50,50
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Switzerland","K_5809",1,0,0,21,0,1,149,150
"Medicago lupulina","Leguminosae","Enscobase","RBGK","UK","K_11765",1,0,0,20,0,1,50,50
"Medicago lupulina","Leguminosae","Enscobase","RBGK","UK","K_11765",1,0,0,21,0,1,143,150
"Medicago lupulina","Leguminosae","Enscobase","RBGK","UK","K_402615",1,0,0,15,0,1,18,18
"Medicago lupulina","Leguminosae","Enscobase","RBGK","UK","K_402615",1,0,0,20,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","UK","K_58506",1,0,0,10,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","UK","K_58506",1,0,0,11,0,1,40,40
"Medicago lupulina","Leguminosae","Enscobase","RBGK","UK","K_59444",1,0,0,10,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","UK","K_59444",1,0,0,11,0,1,100,100
"Medicago lupulina","Leguminosae","Enscobase","RBGK","UK","K_59547",1,0,0,10,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","UK","K_59547",1,0,0,11,0,1,100,100
"Medicago lupulina","Leguminosae","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",0,0,0,5,0,0,0,200
"Medicago lupulina","Leguminosae","Enscobase","RBGK","France","K_20116",1,0,0,20,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","France","K_20116",1,0,0,21,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","France","K_55435",1,0,0,10,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","France","K_55435",1,0,0,11,0,1,70,70
"Medicago lupulina","Leguminosae","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",1,0,0,5,0,0,200,200
"Medicago lupulina","Leguminosae","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",1,0,0,10,0,0,200,200
"Medicago lupulina","Leguminosae","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",1,0,0,15,0,0,200,200
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Germany","K_11891",1,0,0,20,0,1,50,50
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Germany","K_11891",1,0,0,21,0,1,141,150
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Germany","K_56177",1,0,0,21,0,1,117,120
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Germany","K_5762",1,0,0,20,0,1,50,50
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Germany","K_5762",1,0,0,21,0,1,145,150
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Greece","K_13932",1,0,0,20,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Greece","K_13932",1,0,0,21,0,1,112,120
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Greece","K_31077",0,0,0,21,0,1,97,100
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Greece","K_31077",1,0,0,20,0,1,20,20
"Medicago lupulina","Leguminosae","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",0,0,0,15,0,0,0,200
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Greece","K_31723",1,0,0,20,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Greece","K_31723",1,0,0,21,0,1,140,140
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Greece","K_32694",1,0,0,20,0,1,20,20
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Greece","K_32694",1,0,0,21,0,1,139,140
"Medicago lupulina","Leguminosae","Enscobase","RBGK","Italy","K_35880",1,0,0,20,0,1,20,20
"Medicago lupulina","Leguminosae","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",1,0,0,25,0,0,200,200
"Medicago lupulina","Leguminosae","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,5,0,1,11,300
"Medicago lupulina","Leguminosae","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,10,0,1,7,300
"Medicago lupulina","Leguminosae","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,15,1,1,13,300
"Medicago lupulina","Leguminosae","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,23,0,1,13,300
"Medicago lupulina","Leguminosae","SylvanSeeds","Van Assche, J. A., et al. (2003). ""Seasonal cycles in the germination capacity of buried seeds of some Leguminosae (Fabaceae)."" New Phytologist 158(2): 315-323.","Belgium","Leuven, Belgium",0,0,0,30,0,1,2,300
"Medicago lupulina","Leguminosae","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",0,0,0,10,0,0,0,200
"Medicago lupulina","Leguminosae","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",0,0,0,20,0,0,0,200
"Medicago lupulina","Leguminosae","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",0,0,0,25,0,0,0,200
"Medicago lupulina","Leguminosae","SylvanSeeds","Gresta, F., et al. (2007). ""Effect of maturation stage, storage time and temperature on seed germination of Medicago species."" Seed Science and Technology 35(3): 698-708.","Italy","Castiglione, Sicily, south Italy",1,0,0,20,0,0,200,200
"Meum athamanticum","Apiaceae","Enscobase","RBGK","UK","K_142089",0,0,0,21,0,1,0,19
"Meum athamanticum","Apiaceae","Enscobase","RBGK","UK","K_142089",0,0,0,11,0,1,0,20
"Meum athamanticum","Apiaceae","Enscobase","RBGK","UK","K_142089",0,0,0,16,0,1,0,20
"Meum athamanticum","Apiaceae","Enscobase","RBGK","UK","K_122607",0,1,0,16,0,1,17,20
"Meum athamanticum","Apiaceae","Enscobase","RBGK","UK","K_142089",0,1,0,6,0,1,19,20
"Nardus stricta","Poaceae","Enscobase","RBGK","UK","K_64428",0,1,0,21,0,1,62,65
"Phleum alpinum","Poaceae","Enscobase","RBGK","UK","K_43980",0,0,0,16,0,1,100,100
"Phleum alpinum","Poaceae","Enscobase","RBGK","Greece","K_30221",0,0,0,21,0,1,117,120
"Phleum alpinum","Poaceae","Enscobase","RBGK","Greece","K_31011",0,0,0,20,0,1,19,20
"Phleum alpinum","Poaceae","Enscobase","RBGK","Greece","K_31011",0,0,0,21,0,1,113,120
"Phleum alpinum","Poaceae","Enscobase","RBGK","Greece","K_44024",0,0,0,15,1,1,19,20
"Phleum alpinum","Poaceae","Enscobase","RBGK","Greece","K_44024",0,0,0,16,1,1,69,69
"Phleum alpinum","Poaceae","Enscobase","RBGK","UK","K_43980",0,0,0,15,0,1,50,50
"Phleum alpinum","Poaceae","Enscobase","RBGK","Greece","K_30221",0,0,0,20,0,1,19,20
"Phleum pratense","Poaceae","Enscobase","RBGK","Italy","K_6091",0,0,0,20,0,1,50,50
"Phleum pratense","Poaceae","Enscobase","RBGK","Italy","K_6091",0,0,0,21,0,1,137,148
"Phleum pratense","Poaceae","Enscobase","RBGK","Italy","K_31295",0,0,0,13.33333333,1,1,49,49
"Phleum pratense","Poaceae","Enscobase","RBGK","France","K_44116",0,0,0,20,0,1,155,199
"Phleum pratense","Poaceae","Enscobase","RBGK","France","K_44116",0,0,0,21,0,1,50,50
"Phleum pratense","Poaceae","Enscobase","RBGK","France","K_58702",0,0,0,15,0,1,19,20
"Phleum pratense","Poaceae","Enscobase","RBGK","France","K_58702",0,0,0,16,0,1,88,100
"Phleum pratense","Poaceae","Enscobase","RBGK","UK","K_39903",0,0,0,15,1,1,46,48
"Phleum pratense","Poaceae","Enscobase","RBGK","Italy","K_31295",0,0,0,16,1,1,142,150
"Phleum pratense","Poaceae","Enscobase","RBGK","UK","K_51998",0,0,0,20,0,1,50,50
"Phleum pratense","Poaceae","Enscobase","RBGK","UK","K_51998",0,0,0,21,0,1,98,99
"Phleum pratense","Poaceae","Enscobase","RBGK","Italy","K_6116",0,0,0,20,0,1,50,50
"Phleum pratense","Poaceae","Enscobase","RBGK","Italy","K_6116",0,0,0,21,0,1,133,150
"Phleum pratense","Poaceae","Enscobase","RBGK","Italy","K_6231",0,0,0,20,0,1,20,20
"Phleum pratense","Poaceae","Enscobase","RBGK","Italy","K_6231",0,0,0,21,0,1,119,120
"Phleum pratense","Poaceae","Enscobase","RBGK","Italy","K_6264",0,0,0,20,0,1,20,20
"Phleum pratense","Poaceae","Enscobase","RBGK","Germany","K_44150",0,0,0,15,0,1,49,50
"Phleum pratense","Poaceae","Enscobase","RBGK","Germany","K_44150",0,0,0,16,0,1,189,200
"Phleum pratense","Poaceae","Enscobase","RBGK","Germany","K_44172",0,0,0,20,0,1,183,200
"Phleum pratense","Poaceae","Enscobase","RBGK","Germany","K_44172",0,0,0,21,0,1,45,47
"Phleum pratense","Poaceae","Enscobase","RBGK","Poland","K_37688",0,0,0,21,0,1,48,50
"Phleum pratense","Poaceae","Enscobase","RBGK","UK","K_39903",0,0,0,16,1,1,99,100
"Phleum pratense","Poaceae","Enscobase","RBGK","Denmark","K_43957",0,0,0,15,0,1,47,50
"Phleum pratense","Poaceae","Enscobase","RBGK","Denmark","K_43957",0,0,0,16,0,1,98,100
"Phleum pratense","Poaceae","Enscobase","RBGK","Denmark","K_43991",0,0,0,15,1,1,49,50
"Phleum pratense","Poaceae","Enscobase","RBGK","Denmark","K_43991",0,0,0,16,1,1,99,100
"Phleum pratense","Poaceae","Enscobase","RBGK","Italy","K_6264",0,0,0,21,0,1,115,120
"Phleum pratense","Poaceae","Enscobase","RBGK","Poland","K_28190",0,0,0,21,0,1,231,250
"Phleum pratense","Poaceae","Enscobase","RBGK","Poland","K_37688",0,0,0,20,0,1,96,100
"Phyteuma orbiculare","Campanulaceae","Enscobase","RBGK","UK","K_18661",0,0,1,16,1,1,50,50
"Phyteuma orbiculare","Campanulaceae","Enscobase","RBGK","UK","K_58241",0,1,1,20,0,1,36,43
"Phyteuma orbiculare","Campanulaceae","Enscobase","RBGK","UK","K_58241",0,1,1,21,0,1,46,47
"Phyteuma orbiculare","Campanulaceae","Enscobase","RBGK","UK","K_18661",0,0,1,15,1,1,20,20
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_031/02",0,1,1,21.66666667,1,1,330,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_032/02",0,1,1,21.66666667,1,1,325,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_033/02",0,1,1,21.66666667,1,1,325,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_043/03",0,1,1,21.66666667,1,1,455,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_024/00",0,1,1,21.66666667,1,1,0,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_014/99",0,1,1,21.66666667,1,1,460,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_016/02",0,1,1,21.66666667,1,1,290,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_023/03",0,1,1,21.66666667,1,1,415,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BGBM","Italy","B_IT-3022901",0,0,0,22,0,1,0,40
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_025/00",0,1,1,21.66666667,1,1,460,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_055/04",0,1,1,21.66666667,1,1,310,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_056/04",0,1,1,21.66666667,1,1,305,500
"Phyteuma orbiculare","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_044/03",0,1,1,21.66666667,1,1,435,500
"Phyteuma spicatum","Campanulaceae","Enscobase","RBGK","UK","K_147763",0,0,1,20,0,1,9,10
"Phyteuma spicatum","Campanulaceae","Enscobase","RBGK","France","K_37574",0,1,1,20,0,1,1,20
"Phyteuma spicatum","Campanulaceae","Enscobase","RBGK","UK","K_102030",0,0,1,18.33333333,1,1,19,20
"Phyteuma spicatum","Campanulaceae","Enscobase","RBGK","UK","K_102030",0,0,1,21,1,1,47,48
"Phyteuma spicatum","Campanulaceae","Enscobase","RBGK","UK","K_142942",0,0,1,18.33333333,1,1,19,20
