"Taxon","Family","Population","Length","Width"
"Achillea millefolium","Compositae","SOS185",1.78,0.89
"Agrostis capillaris","Poaceae","SOS243",2.54,0.76
"Agrostis capillaris","Poaceae","SOS243",1.78,0.76
"Agrostis capillaris","Poaceae","SOS243",1.78,0.64
"Agrostis capillaris","Poaceae","SOS243",1.91,0.51
"Agrostis capillaris","Poaceae","SOS243",3.05,0.76
"Agrostis capillaris","Poaceae","SOS243",2.16,0.76
"Agrostis capillaris","Poaceae","SOS243",4.06,0.89
"Agrostis capillaris","Poaceae","SOS243",1.78,0.51
"Agrostis capillaris","Poaceae","SOS243",2.92,1.14
"Agrostis capillaris","Poaceae","SOS243",2.03,0.76
"Agrostis capillaris","Poaceae","SOS243",2.67,0.51
"Agrostis capillaris","Poaceae","SOS247",2.41,1.02
"Agrostis capillaris","Poaceae","SOS243",2.03,0.64
"Agrostis capillaris","Poaceae","SOS243",3.3,1.27
"Agrostis capillaris","Poaceae","SOS243",2.41,1.02
"Agrostis capillaris","Poaceae","SOS243",2.67,0.76
"Agrostis capillaris","Poaceae","SOS247",4.7,0.76
"Agrostis capillaris","Poaceae","SOS243",1.91,0.76
"Agrostis capillaris","Poaceae","SOS243",2.29,0.64
"Agrostis capillaris","Poaceae","SOS247",2.29,0.64
"Agrostis capillaris","Poaceae","SOS243",2.03,0.76
"Agrostis capillaris","Poaceae","SOS243",2.41,1.14
"Agrostis capillaris","Poaceae","SOS243",2.41,1.52
"Agrostis capillaris","Poaceae","SOS247",2.03,1.27
"Agrostis capillaris","Poaceae","SOS243",2.79,0.89
"Agrostis capillaris","Poaceae","SOS247",2.54,0.76
"Agrostis capillaris","Poaceae","SOS243",2.41,0.51
"Agrostis capillaris","Poaceae","SOS243",3.05,1.02
"Agrostis capillaris","Poaceae","SOS243",2.41,1.14
"Agrostis capillaris","Poaceae","SOS247",2.41,0.89
"Agrostis capillaris","Poaceae","SOS247",2.79,0.76
"Agrostis capillaris","Poaceae","SOS013",2.54,1.14
"Agrostis capillaris","Poaceae","SOS013",2.67,0.89
"Agrostis capillaris","Poaceae","SOS247",1.78,1.02
"Agrostis capillaris","Poaceae","SOS013",2.41,1.14
"Agrostis capillaris","Poaceae","SOS247",2.16,1.02
"Agrostis capillaris","Poaceae","SOS252",2.79,0.89
"Agrostis capillaris","Poaceae","SOS243",3.68,0.89
"Agrostis capillaris","Poaceae","SOS243",2.54,0.64
"Agrostis capillaris","Poaceae","SOS243",1.91,1.4
"Agrostis capillaris","Poaceae","SOS243",2.29,0.76
"Agrostis capillaris","Poaceae","SOS243",2.16,0.64
"Agrostis capillaris","Poaceae","SOS247",3.94,1.4
"Agrostis capillaris","Poaceae","SOS243",2.54,1.02
"Agrostis capillaris","Poaceae","SOS243",3.18,0.89
"Agrostis capillaris","Poaceae","SOS243",3.05,0.64
"Agrostis capillaris","Poaceae","SOS247",1.78,0.64
"Agrostis capillaris","Poaceae","SOS243",2.67,0.89
"Agrostis capillaris","Poaceae","SOS247",2.79,1.02
"Agrostis capillaris","Poaceae","SOS252",3.3,0.89
"Agrostis capillaris","Poaceae","SOS252",2.79,1.52
"Agrostis capillaris","Poaceae","SOS243",2.03,0.89
"Agrostis capillaris","Poaceae","SOS243",2.41,1.27
"Agrostis capillaris","Poaceae","SOS247",2.92,0.76
"Agrostis capillaris","Poaceae","SOS247",2.41,0.64
"Agrostis capillaris","Poaceae","SOS243",1.52,1.14
"Agrostis capillaris","Poaceae","SOS243",2.41,0.76
"Agrostis capillaris","Poaceae","SOS013",2.79,1.14
"Agrostis capillaris","Poaceae","SOS247",2.79,0.64
"Agrostis capillaris","Poaceae","SOS243",1.91,1.14
"Agrostis capillaris","Poaceae","SOS013",2.29,0.76
"Agrostis capillaris","Poaceae","SOS243",2.41,0.89
"Agrostis capillaris","Poaceae","SOS247",1.91,0.76
"Agrostis capillaris","Poaceae","SOS107",2.41,0.76
"Agrostis capillaris","Poaceae","SOS252",3.81,0.89
"Agrostis capillaris","Poaceae","SOS252",2.29,1.14
"Agrostis capillaris","Poaceae","SOS252",2.41,1.27
"Agrostis capillaris","Poaceae","SOS247",2.41,0.76
"Agrostis capillaris","Poaceae","SOS247",2.41,0.76
"Agrostis capillaris","Poaceae","SOS247",1.52,1.52
"Agrostis capillaris","Poaceae","SOS013",2.54,0.76
"Agrostis capillaris","Poaceae","SOS013",3.05,1.4
"Agrostis capillaris","Poaceae","SOS247",3.05,1.27
"Agrostis capillaris","Poaceae","SOS013",2.79,1.14
"Agrostis capillaris","Poaceae","SOS247",1.78,0.76
"Agrostis capillaris","Poaceae","SOS252",2.54,0.64
"Agrostis capillaris","Poaceae","SOS252",2.41,0.51
"Agrostis capillaris","Poaceae","SOS247",2.29,1.02
"Agrostis capillaris","Poaceae","SOS247",2.03,0.89
"Agrostis capillaris","Poaceae","SOS013",2.92,0.89
"Agrostis capillaris","Poaceae","SOS013",2.29,0.76
"Agrostis capillaris","Poaceae","SOS247",2.41,1.14
"Agrostis capillaris","Poaceae","SOS013",2.54,0.76
"Agrostis capillaris","Poaceae","SOS243",2.41,0.76
"Agrostis capillaris","Poaceae","SOS243",2.41,1.65
"Agrostis capillaris","Poaceae","SOS013",2.54,0.76
"Agrostis capillaris","Poaceae","SOS243",2.29,0.51
"Agrostis capillaris","Poaceae","SOS243",2.54,0.76
"Agrostis capillaris","Poaceae","SOS252",2.92,0.89
"Agrostis capillaris","Poaceae","SOS243",2.03,0.76
"Agrostis capillaris","Poaceae","SOS013",2.16,1.27
"Agrostis capillaris","Poaceae","SOS247",2.92,0.89
"Agrostis capillaris","Poaceae","SOS247",2.41,0.64
"Agrostis capillaris","Poaceae","SOS247",3.05,1.02
"Agrostis capillaris","Poaceae","SOS013",2.54,1.14
"Agrostis capillaris","Poaceae","SOS243",2.16,0.64
"Agrostis capillaris","Poaceae","SOS013",2.67,0.64
"Agrostis capillaris","Poaceae","SOS013",1.91,1.91
"Agrostis capillaris","Poaceae","SOS013",2.54,0.64
"Agrostis capillaris","Poaceae","SOS013",2.79,1.02
"Agrostis capillaris","Poaceae","SOS247",3.05,1.78
"Agrostis capillaris","Poaceae","SOS013",1.78,1.27
"Agrostis capillaris","Poaceae","SOS013",2.29,1.02
"Agrostis capillaris","Poaceae","SOS013",2.41,0.89
"Agrostis capillaris","Poaceae","SOS247",3.05,1.65
"Agrostis capillaris","Poaceae","SOS247",2.41,1.14
"Agrostis capillaris","Poaceae","SOS247",2.03,0.76
"Agrostis capillaris","Poaceae","SOS247",2.29,1.4
"Agrostis capillaris","Poaceae","SOS013",2.41,1.4
"Agrostis capillaris","Poaceae","SOS247",3.05,0.64
"Agrostis capillaris","Poaceae","SOS243",2.41,0.76
"Agrostis capillaris","Poaceae","SOS252",2.79,1.02
"Agrostis capillaris","Poaceae","SOS252",3.3,1.27
"Agrostis capillaris","Poaceae","SOS252",3.05,1.4
"Agrostis capillaris","Poaceae","SOS252",2.41,0.89
"Agrostis capillaris","Poaceae","SOS252",3.18,1.4
"Agrostis capillaris","Poaceae","SOS252",2.67,1.78
"Agrostis capillaris","Poaceae","SOS247",2.54,0.64
"Agrostis capillaris","Poaceae","SOS247",2.92,1.14
"Agrostis capillaris","Poaceae","SOS247",2.54,1.14
"Agrostis capillaris","Poaceae","SOS247",2.54,0.89
"Agrostis capillaris","Poaceae","SOS247",1.78,1.02
"Agrostis capillaris","Poaceae","SOS252",2.67,1.02
"Agrostis capillaris","Poaceae","SOS252",2.54,0.89
"Agrostis capillaris","Poaceae","SOS013",2.67,1.27
"Agrostis capillaris","Poaceae","SOS013",2.41,0.89
"Agrostis capillaris","Poaceae","SOS013",2.16,1.02
"Agrostis capillaris","Poaceae","SOS243",2.29,0.64
"Agrostis capillaris","Poaceae","SOS243",1.91,1.14
"Agrostis capillaris","Poaceae","SOS013",2.29,0.89
"Agrostis capillaris","Poaceae","SOS013",3.05,1.14
"Agrostis capillaris","Poaceae","SOS013",2.92,0.76
"Agrostis capillaris","Poaceae","SOS013",2.92,1.27
"Agrostis capillaris","Poaceae","SOS013",1.52,1.78
"Agrostis capillaris","Poaceae","SOS013",2.54,1.91
"Agrostis capillaris","Poaceae","SOS013",2.41,0.89
"Agrostis capillaris","Poaceae","SOS013",2.41,0.89
"Agrostis capillaris","Poaceae","SOS107",2.54,0.64
"Agrostis capillaris","Poaceae","SOS107",1.91,1.4
"Agrostis capillaris","Poaceae","SOS107",2.41,0.51
"Agrostis capillaris","Poaceae","SOS107",2.16,0.89
"Agrostis capillaris","Poaceae","SOS107",2.29,1.02
"Agrostis capillaris","Poaceae","SOS107",2.41,1.02
"Agrostis capillaris","Poaceae","SOS013",2.29,1.78
"Agrostis capillaris","Poaceae","SOS013",2.67,1.65
"Agrostis capillaris","Poaceae","SOS013",2.67,1.14
"Agrostis capillaris","Poaceae","SOS013",2.67,1.4
"Agrostis capillaris","Poaceae","SOS107",2.41,1.02
"Agrostis capillaris","Poaceae","SOS107",2.41,0.64
"Agrostis capillaris","Poaceae","SOS107",1.91,1.02
"Agrostis capillaris","Poaceae","SOS107",2.29,0.76
"Agrostis capillaris","Poaceae","SOS107",2.41,0.76
"Agrostis capillaris","Poaceae","SOS107",3.05,0.64
"Agrostis capillaris","Poaceae","SOS107",2.03,0.76
"Agrostis capillaris","Poaceae","SOS107",2.79,1.02
"Agrostis capillaris","Poaceae","SOS247",2.54,1.02
"Agrostis capillaris","Poaceae","SOS243",1.91,0.51
"Agrostis capillaris","Poaceae","SOS252",1.78,2.29
"Agrostis capillaris","Poaceae","SOS252",3.05,1.65
"Agrostis capillaris","Poaceae","SOS252",2.29,0.89
"Agrostis capillaris","Poaceae","SOS252",2.79,0.76
"Agrostis capillaris","Poaceae","SOS252",4.06,1.14
"Agrostis capillaris","Poaceae","SOS252",3.81,0.89
"Agrostis capillaris","Poaceae","SOS243",2.29,0.89
"Agrostis capillaris","Poaceae","SOS243",2.41,0.89
"Agrostis capillaris","Poaceae","SOS107",2.67,0.89
"Agrostis capillaris","Poaceae","SOS107",2.03,1.14
"Agrostis capillaris","Poaceae","SOS013",2.67,0.76
"Agrostis capillaris","Poaceae","SOS013",2.41,0.64
"Agrostis capillaris","Poaceae","SOS013",2.67,0.64
"Agrostis capillaris","Poaceae","SOS013",2.67,0.89
"Agrostis capillaris","Poaceae","SOS107",2.41,0.64
"Agrostis capillaris","Poaceae","SOS013",2.16,1.14
"Agrostis capillaris","Poaceae","SOS013",2.92,0.76
"Agrostis capillaris","Poaceae","SOS013",2.79,0.76
"Agrostis capillaris","Poaceae","SOS013",1.78,1.78
"Agrostis capillaris","Poaceae","SOS013",2.67,1.14
"Agrostis capillaris","Poaceae","SOS243",2.03,1.14
"Agrostis capillaris","Poaceae","SOS243",1.91,0.64
"Agrostis capillaris","Poaceae","SOS013",2.92,1.65
"Agrostis capillaris","Poaceae","SOS013",2.54,0.76
"Agrostis capillaris","Poaceae","SOS013",2.67,1.27
"Agrostis capillaris","Poaceae","SOS013",3.18,1.4
"Agrostis capillaris","Poaceae","SOS013",2.54,0.64
"Agrostis capillaris","Poaceae","SOS013",2.54,1.02
"Agrostis capillaris","Poaceae","SOS013",2.54,0.64
"Agrostis capillaris","Poaceae","SOS252",2.67,1.14
"Agrostis capillaris","Poaceae","SOS252",3.43,1.14
"Agrostis capillaris","Poaceae","SOS252",2.54,0.76
"Agrostis capillaris","Poaceae","SOS252",2.41,1.02
"Agrostis capillaris","Poaceae","SOS252",2.92,0.64
"Agrostis capillaris","Poaceae","SOS252",2.67,0.89
"Agrostis capillaris","Poaceae","SOS247",2.92,0.89
"Agrostis capillaris","Poaceae","SOS247",2.79,1.27
"Agrostis capillaris","Poaceae","SOS247",3.05,0.89
"Agrostis capillaris","Poaceae","SOS247",3.3,0.76
"Agrostis capillaris","Poaceae","SOS247",2.67,0.76
"Agrostis capillaris","Poaceae","SOS247",2.79,1.78
"Agrostis capillaris","Poaceae","SOS107",3.05,0.76
"Agrostis capillaris","Poaceae","SOS107",2.92,0.64
"Agrostis capillaris","Poaceae","SOS252",2.79,1.02
"Agrostis capillaris","Poaceae","SOS247",1.91,0.89
"Agrostis capillaris","Poaceae","SOS247",3.18,1.65
"Agrostis capillaris","Poaceae","SOS252",3.43,1.02
"Agrostis capillaris","Poaceae","SOS252",3.3,0.89
"Agrostis capillaris","Poaceae","SOS252",3.3,0.51
"Agrostis capillaris","Poaceae","SOS252",2.41,2.54
"Agrostis capillaris","Poaceae","SOS107",2.67,0.76
"Agrostis capillaris","Poaceae","SOS013",2.03,1.14
"Agrostis capillaris","Poaceae","SOS252",2.54,1.14
"Agrostis capillaris","Poaceae","SOS252",3.05,0.89
"Agrostis capillaris","Poaceae","SOS247",2.29,0.76
"Agrostis capillaris","Poaceae","SOS247",1.52,1.4
"Agrostis capillaris","Poaceae","SOS247",1.91,0.64
"Agrostis capillaris","Poaceae","SOS247",2.41,1.02
"Agrostis capillaris","Poaceae","SOS247",1.52,1.4
"Agrostis capillaris","Poaceae","SOS247",2.41,0.64
"Agrostis capillaris","Poaceae","SOS247",1.91,0.64
"Agrostis capillaris","Poaceae","SOS252",2.41,1.52
"Agrostis capillaris","Poaceae","SOS252",3.68,0.64
"Agrostis capillaris","Poaceae","SOS252",2.54,0.64
"Agrostis capillaris","Poaceae","SOS013",2.16,1.4
"Agrostis capillaris","Poaceae","SOS252",3.81,1.02
"Agrostis capillaris","Poaceae","SOS252",3.56,0.89
"Agrostis capillaris","Poaceae","SOS252",2.79,0.64
"Agrostis capillaris","Poaceae","SOS252",2.67,1.27
"Agrostis capillaris","Poaceae","SOS252",3.56,2.29
"Agrostis capillaris","Poaceae","SOS252",3.3,1.65
"Agrostis capillaris","Poaceae","SOS252",4.32,1.65
"Agrostis capillaris","Poaceae","SOS252",3.3,1.4
"Agrostis capillaris","Poaceae","SOS252",3.05,0.76
"Agrostis capillaris","Poaceae","SOS252",2.79,1.02
"Agrostis capillaris","Poaceae","SOS252",3.94,0.89
"Agrostis capillaris","Poaceae","SOS252",2.67,1.52
"Agrostis capillaris","Poaceae","SOS252",2.92,0.76
"Agrostis capillaris","Poaceae","SOS252",3.56,1.52
"Agrostis capillaris","Poaceae","SOS243",2.03,1.65
"Agrostis capillaris","Poaceae","SOS243",3.18,1.14
"Agrostis capillaris","Poaceae","SOS243",3.18,2.41
"Agrostis capillaris","Poaceae","SOS243",1.65,0.38
"Agrostis capillaris","Poaceae","SOS243",2.03,0.64
"Agrostis capillaris","Poaceae","SOS243",2.41,0.89
"Agrostis capillaris","Poaceae","SOS243",1.78,0.89
"Agrostis capillaris","Poaceae","SOS243",1.78,1.27
"Agrostis capillaris","Poaceae","SOS013",2.67,1.14
"Agrostis capillaris","Poaceae","SOS013",2.41,0.64
"Agrostis capillaris","Poaceae","SOS107",1.91,0.76
"Agrostis capillaris","Poaceae","SOS252",2.67,0.89
"Agrostis capillaris","Poaceae","SOS252",2.29,1.27
"Agrostis capillaris","Poaceae","SOS243",3.18,0.64
"Agrostis capillaris","Poaceae","SOS107",1.65,1.4
"Agrostis capillaris","Poaceae","SOS107",3.18,1.14
"Agrostis capillaris","Poaceae","SOS243",2.29,0.76
"Agrostis capillaris","Poaceae","SOS107",2.92,0.64
"Agrostis capillaris","Poaceae","SOS107",2.03,1.91
"Agrostis capillaris","Poaceae","SOS107",1.91,1.02
"Agrostis capillaris","Poaceae","SOS107",2.79,0.89
"Agrostis capillaris","Poaceae","SOS107",2.29,0.76
"Agrostis capillaris","Poaceae","SOS107",2.29,0.76
"Agrostis capillaris","Poaceae","SOS107",2.67,1.65
"Agrostis capillaris","Poaceae","SOS013",2.79,0.64
"Agrostis capillaris","Poaceae","SOS252",2.79,0.89
"Agrostis capillaris","Poaceae","SOS107",2.16,0.64
"Agrostis capillaris","Poaceae","SOS107",2.92,1.65
"Agrostis capillaris","Poaceae","SOS107",1.91,0.76
"Agrostis capillaris","Poaceae","SOS107",1.91,0.51
"Agrostis capillaris","Poaceae","SOS107",2.54,1.02
"Agrostis capillaris","Poaceae","SOS107",2.03,1.4
"Agrostis capillaris","Poaceae","SOS107",2.03,1.27
"Agrostis capillaris","Poaceae","SOS107",1.78,1.02
"Agrostis capillaris","Poaceae","SOS107",4.19,1.02
"Agrostis capillaris","Poaceae","SOS107",2.29,0.76
"Agrostis capillaris","Poaceae","SOS107",2.16,0.76
"Agrostis capillaris","Poaceae","SOS243",2.03,1.27
"Agrostis capillaris","Poaceae","SOS107",2.03,0.76
"Agrostis capillaris","Poaceae","SOS107",1.78,0.51
"Agrostis capillaris","Poaceae","SOS013",3.68,0.76
"Agrostis capillaris","Poaceae","SOS247",2.29,1.27
"Agrostis capillaris","Poaceae","SOS247",1.78,0.89
"Agrostis capillaris","Poaceae","SOS243",1.78,0.76
"Agrostis capillaris","Poaceae","SOS243",2.16,1.52
"Agrostis capillaris","Poaceae","SOS243",2.79,0.64
"Agrostis capillaris","Poaceae","SOS243",2.03,0.64
"Agrostis capillaris","Poaceae","SOS243",2.67,0.89
"Agrostis capillaris","Poaceae","SOS243",1.91,0.64
"Agrostis capillaris","Poaceae","SOS243",1.65,1.14
"Agrostis capillaris","Poaceae","SOS243",2.92,0.76
"Agrostis capillaris","Poaceae","SOS107",2.54,1.27
"Agrostis capillaris","Poaceae","SOS247",2.16,1.27
"Agrostis capillaris","Poaceae","SOS247",2.92,0.51
"Agrostis capillaris","Poaceae","SOS243",2.79,0.76
"Agrostis capillaris","Poaceae","SOS243",2.29,1.27
"Agrostis capillaris","Poaceae","SOS107",2.16,0.64
"Agrostis capillaris","Poaceae","SOS243",1.91,1.02
"Agrostis capillaris","Poaceae","SOS243",1.91,0.89
"Agrostis capillaris","Poaceae","SOS243",3.05,0.89
"Agrostis capillaris","Poaceae","SOS243",1.91,0.76
"Agrostis capillaris","Poaceae","SOS243",2.79,1.02
"Agrostis capillaris","Poaceae","SOS243",1.52,1.27
"Agrostis capillaris","Poaceae","SOS247",2.67,1.02
"Agrostis capillaris","Poaceae","SOS243",3.43,0.64
"Agrostis capillaris","Poaceae","SOS243",2.03,0.76
"Agrostis capillaris","Poaceae","SOS243",2.41,1.02
"Agrostis capillaris","Poaceae","SOS243",2.16,0.89
"Agrostis capillaris","Poaceae","SOS107",2.54,0.51
"Agrostis capillaris","Poaceae","SOS107",1.91,1.02
"Agrostis capillaris","Poaceae","SOS107",1.14,1.65
"Agrostis capillaris","Poaceae","SOS107",3.18,0.76
"Agrostis capillaris","Poaceae","SOS243",2.54,1.14
"Agrostis capillaris","Poaceae","SOS243",2.41,0.89
"Agrostis capillaris","Poaceae","SOS243",2.67,0.64
"Agrostis capillaris","Poaceae","SOS243",2.67,1.02
"Agrostis capillaris","Poaceae","SOS243",2.79,1.14
"Agrostis capillaris","Poaceae","SOS013",2.67,0.76
"Agrostis capillaris","Poaceae","SOS243",1.52,1.14
"Agrostis capillaris","Poaceae","SOS252",4.32,0.89
"Agrostis capillaris","Poaceae","SOS107",2.67,1.52
"Agrostis capillaris","Poaceae","SOS107",2.29,0.64
"Agrostis capillaris","Poaceae","SOS107",2.16,1.52
"Agrostis capillaris","Poaceae","SOS013",2.54,1.4
"Agrostis capillaris","Poaceae","SOS013",2.92,0.64
"Agrostis capillaris","Poaceae","SOS107",1.91,1.27
"Agrostis capillaris","Poaceae","SOS252",3.56,0.89
"Agrostis capillaris","Poaceae","SOS252",2.92,2.03
"Agrostis capillaris","Poaceae","SOS247",2.29,0.76
"Agrostis capillaris","Poaceae","SOS247",1.78,1.14
"Agrostis capillaris","Poaceae","SOS247",2.29,1.52
"Agrostis capillaris","Poaceae","SOS247",1.65,1.52
"Agrostis capillaris","Poaceae","SOS243",2.54,0.89
"Agrostis capillaris","Poaceae","SOS243",2.16,0.89
"Agrostis capillaris","Poaceae","SOS247",2.92,1.27
"Agrostis capillaris","Poaceae","SOS247",3.05,1.52
"Agrostis capillaris","Poaceae","SOS247",2.54,0.76
"Agrostis capillaris","Poaceae","SOS107",2.67,0.64
"Agrostis capillaris","Poaceae","SOS107",1.52,1.52
"Agrostis capillaris","Poaceae","SOS107",2.16,0.76
"Agrostis capillaris","Poaceae","SOS107",2.79,1.27
"Agrostis capillaris","Poaceae","SOS107",2.16,0.89
"Agrostis capillaris","Poaceae","SOS107",2.16,0.76
"Agrostis capillaris","Poaceae","SOS243",2.16,1.02
"Agrostis capillaris","Poaceae","SOS247",2.41,0.64
"Agrostis capillaris","Poaceae","SOS252",3.68,1.02
"Agrostis capillaris","Poaceae","SOS252",3.18,0.51
"Agrostis capillaris","Poaceae","SOS252",2.92,1.02
"Agrostis capillaris","Poaceae","SOS243",2.03,0.76
